int	int	int	string	int	int	int	int	int	int	int[]	int[]	string
1199	1053	2	韦斯特	2104	2	0	0	0	0	1928;1922;1946;1927;1933	1603;1601	从小就目睹父母被杀害的韦斯特（主角）长大后成为了专门打击犯罪的夜鹰侠，在警官格雷（配角）与检察官哈登（主角）的帮助下维持着高湖市的治安。在他们的联手下高湖市的犯罪率直线下降。但好景不长，一名疯狂的高智商罪犯小丑（主角）出现，他不按常理出牌，疯狂又冷酷。小丑成为了高湖市罪犯的首领，严重的威胁了市民的正常生活，甚至屡屡对韦斯特身边的人下手。韦斯特与哈登能否制止小丑的疯狂行径？
1200	1053	3	哈登	2107	2	0	0	0	0	1923;1913;1926;1930;1920	1601;1602	从小就目睹父母被杀害的韦斯特（主角）长大后成为了专门打击犯罪的夜鹰侠，在警官格雷（配角）与检察官哈登（主角）的帮助下维持着高湖市的治安。在他们的联手下高湖市的犯罪率直线下降。但好景不长，一名疯狂的高智商罪犯小丑（主角）出现，他不按常理出牌，疯狂又冷酷。小丑成为了高湖市罪犯的首领，严重的威胁了市民的正常生活，甚至屡屡对韦斯特身边的人下手。韦斯特与哈登能否制止小丑的疯狂行径？
1201	1054	1	格雷	2102	2	1102	0	0	0	1902;1908;1913;1935;1903	1603;1602	从小就目睹父母被杀害的韦斯特（主角）长大后成为了专门打击犯罪的夜鹰侠，在警官格雷（配角）与检察官哈登（主角）的帮助下维持着高湖市的治安。在他们的联手下高湖市的犯罪率直线下降。但好景不长，一名疯狂的高智商罪犯小丑（主角）出现，他不按常理出牌，疯狂又冷酷。小丑成为了高湖市罪犯的首领，严重的威胁了市民的正常生活，甚至屡屡对韦斯特身边的人下手。韦斯特与哈登能否制止小丑的疯狂行径？
1202	1054	2	小丑	2103	1	1101	1203	0	0	1902;1908;1913;1935;1903	1601;1603	从小就目睹父母被杀害的韦斯特（主角）长大后成为了专门打击犯罪的夜鹰侠，在警官格雷（配角）与检察官哈登（主角）的帮助下维持着高湖市的治安。在他们的联手下高湖市的犯罪率直线下降。但好景不长，一名疯狂的高智商罪犯小丑（主角）出现，他不按常理出牌，疯狂又冷酷。小丑成为了高湖市罪犯的首领，严重的威胁了市民的正常生活，甚至屡屡对韦斯特身边的人下手。韦斯特与哈登能否制止小丑的疯狂行径？
1203	1054	3	龙一	2104	2	0	0	0	0	1902;1908;1942;1917;1903	1601;1602	龙一（主角）与樱（主角）是同班同学，他们都对对方暗生好感，却始终不敢表白心意。但是突然某一天，教师北岛（反派）宣布整个班级被抽中进行一场名为RB的残酷游戏。当第一个逆反者的鲜血喷溅而出，没有人再敢怀疑这只是一个恶劣的玩笑。龙一与樱能否活下来，他们又该如何面对还未能表达的心意？
1204	1054	4	樱	2104	2	0	0	0	0	1902;1908;1922;1942;1903	1603;1605	龙一（主角）与樱（主角）是同班同学，他们都对对方暗生好感，却始终不敢表白心意。但是突然某一天，教师北岛（反派）宣布整个班级被抽中进行一场名为RB的残酷游戏。当第一个逆反者的鲜血喷溅而出，没有人再敢怀疑这只是一个恶劣的玩笑。龙一与樱能否活下来，他们又该如何面对还未能表达的心意？
1205	1054	5	北岛	2104	2	0	0	0	0	1902;1908;1932;1904;1931	1604;1603	龙一（主角）与樱（主角）是同班同学，他们都对对方暗生好感，却始终不敢表白心意。但是突然某一天，教师北岛（反派）宣布整个班级被抽中进行一场名为RB的残酷游戏。当第一个逆反者的鲜血喷溅而出，没有人再敢怀疑这只是一个恶劣的玩笑。龙一与樱能否活下来，他们又该如何面对还未能表达的心意？
1206	1055	1	詹姆	2102	2	1102	0	1402	0	1902;1946;1922;1928;1934	1601;1603	城市中接连发生谋杀案，凶手似乎在按照天主教义中七宗罪的标准来选择杀害对象。血气方刚的新人警官詹姆（主角）与老练沉稳的探长埃文（主角）负责此案的侦查，他们通过解读宗教文献一点点的接近了凶手，却没有想到，凶手的阴影，已经悄悄地蔓延到了他们的头顶…
1207	1055	2	埃文	2101	2	0	0	0	0	1904;1902;1903;1932;1931	1605;1601	城市中接连发生谋杀案，凶手似乎在按照天主教义中七宗罪的标准来选择杀害对象。血气方刚的新人警官詹姆（主角）与老练沉稳的探长埃文（主角）负责此案的侦查，他们通过解读宗教文献一点点的接近了凶手，却没有想到，凶手的阴影，已经悄悄地蔓延到了他们的头顶…
1208	1055	3	琼	2105	2	1102	0	0	0	1907;1928;1926;1930;1934	1601;1602	琼（主角）和本（主角）相识于一场文化派对。两人的出身与阶级大相径庭，却彼此吸引并很快结婚。然而婚后两人的事业都遇挫，无奈之下回到了本的家乡，一个南方小镇。然而一天，平静的生活被打破，琼突然失踪，只留下一本日记，而种种线索都指向这可能是一场谋杀，有外遇行径的本则成为了最大嫌疑人。本周旋在自己的妹妹玛莎（配角）与警官卡特（配角）的怀疑中，还要面对来自舆论越来越沉重的压力...
1209	1055	4	本	2107	2	0	1202	0	1502	1923;1915;1940;1943;1920	1602;1601	琼（主角）和本（主角）相识于一场文化派对。两人的出身与阶级大相径庭，却彼此吸引并很快结婚。然而婚后两人的事业都遇挫，无奈之下回到了本的家乡，一个南方小镇。然而一天，平静的生活被打破，琼突然失踪，只留下一本日记，而种种线索都指向这可能是一场谋杀，有外遇行径的本则成为了最大嫌疑人。本周旋在自己的妹妹玛莎（配角）与警官卡特（配角）的怀疑中，还要面对来自舆论越来越沉重的压力...
1210	1056	1	前男友	2103	1	1101	0	0	0	1903;1902;1944;1938;1942	1602;1603	琼（主角）和本（主角）相识于一场文化派对。两人的出身与阶级大相径庭，却彼此吸引并很快结婚。然而婚后两人的事业都遇挫，无奈之下回到了本的家乡，一个南方小镇。然而一天，平静的生活被打破，琼突然失踪，只留下一本日记，而种种线索都指向这可能是一场谋杀，有外遇行径的本则成为了最大嫌疑人。本周旋在自己的妹妹玛莎（配角）与警官卡特（配角）的怀疑中，还要面对来自舆论越来越沉重的压力...
1211	1056	2	警官卡特	2101	2	0	0	0	0	1913;1907;1922;1921;1930	1601;1604	琼（主角）和本（主角）相识于一场文化派对。两人的出身与阶级大相径庭，却彼此吸引并很快结婚。然而婚后两人的事业都遇挫，无奈之下回到了本的家乡，一个南方小镇。然而一天，平静的生活被打破，琼突然失踪，只留下一本日记，而种种线索都指向这可能是一场谋杀，有外遇行径的本则成为了最大嫌疑人。本周旋在自己的妹妹玛莎（配角）与警官卡特（配角）的怀疑中，还要面对来自舆论越来越沉重的压力...
1212	1056	3	巴克	2107	2	1102	1202	0	0	1923;1949;1920;1930;1909	1601;1602	警局探员巴克（主角）性格直率冲动，他的同事内特（主角）却恰好相反，沉着冷静，理性严谨。这两个完全不对盘的警探却因为对一个谋杀案存疑而渐渐的有了更多的交集，在调查的过程中，他们发现自己触及到了掩埋在整个城市警察体系中的秘密…
1213	1057	1	内特	2102	2	1102	1201	1401	0	1909;1907;1926;1928;1931	1601;1603	警局探员巴克（主角）性格直率冲动，他的同事内特（主角）却恰好相反，沉着冷静，理性严谨。这两个完全不对盘的警探却因为对一个谋杀案存疑而渐渐的有了更多的交集，在调查的过程中，他们发现自己触及到了掩埋在整个城市警察体系中的秘密…
1214	1057	2	罗德	2102	2	1102	0	1401	1502	1909;1926;1934;1928;1921	1605;1601	警局探员巴克（主角）性格直率冲动，他的同事内特（主角）却恰好相反，沉着冷静，理性严谨。这两个完全不对盘的警探却因为对一个谋杀案存疑而渐渐的有了更多的交集，在调查的过程中，他们发现自己触及到了掩埋在整个城市警察体系中的秘密…
1215	1057	3	盖瑞	2107	2	0	0	0	0	1923;1943;1902;1904;1930	1603;1602	盖瑞（主角）是一名顶尖杀手，他技术精湛，心态沉稳，在搭档科林（配角）的合作下一同完满执行了很多任务。但是某一天，盖瑞接到了杀掉科林的任务。在明白科林的死无法避免之后，他选择了亲自动手。科林的儿子弗兰克（主角）为了报仇恳请盖瑞训练自己。弗兰克技术日益精湛，他们联手复仇干掉了发命令杀掉科林的组织老大亚当（反派），但弗兰克却无意中发现了盖瑞就是当初下手杀死自己父亲的人，他暗中实施自己的复仇计划，并决定利用盖瑞的女友斯黛拉（配角）来达成计划。但已经在杀手行业浸润多年的盖瑞会让他得手吗？
1216	1058	1	弗兰克	2101	2	0	0	1401	0	1902;1904;1913;1932;1910	1601;1602	盖瑞（主角）是一名顶尖杀手，他技术精湛，心态沉稳，在搭档科林（配角）的合作下一同完满执行了很多任务。但是某一天，盖瑞接到了杀掉科林的任务。在明白科林的死无法避免之后，他选择了亲自动手。科林的儿子弗兰克（主角）为了报仇恳请盖瑞训练自己。弗兰克技术日益精湛，他们联手复仇干掉了发命令杀掉科林的组织老大亚当（反派），但弗兰克却无意中发现了盖瑞就是当初下手杀死自己父亲的人，他暗中实施自己的复仇计划，并决定利用盖瑞的女友斯黛拉（配角）来达成计划。但已经在杀手行业浸润多年的盖瑞会让他得手吗？
1217	1058	2	科林	2101	2	0	1202	0	0	1926;1910;1929;1931;1928	1601;1603	盖瑞（主角）是一名顶尖杀手，他技术精湛，心态沉稳，在搭档科林（配角）的合作下一同完满执行了很多任务。但是某一天，盖瑞接到了杀掉科林的任务。在明白科林的死无法避免之后，他选择了亲自动手。科林的儿子弗兰克（主角）为了报仇恳请盖瑞训练自己。弗兰克技术日益精湛，他们联手复仇干掉了发命令杀掉科林的组织老大亚当（反派），但弗兰克却无意中发现了盖瑞就是当初下手杀死自己父亲的人，他暗中实施自己的复仇计划，并决定利用盖瑞的女友斯黛拉（配角）来达成计划。但已经在杀手行业浸润多年的盖瑞会让他得手吗？
1218	1058	3	斯黛拉	2101	2	0	0	0	0	1935;1926;1945;1909;1904	1602;1601	盖瑞（主角）是一名顶尖杀手，他技术精湛，心态沉稳，在搭档科林（配角）的合作下一同完满执行了很多任务。但是某一天，盖瑞接到了杀掉科林的任务。在明白科林的死无法避免之后，他选择了亲自动手。科林的儿子弗兰克（主角）为了报仇恳请盖瑞训练自己。弗兰克技术日益精湛，他们联手复仇干掉了发命令杀掉科林的组织老大亚当（反派），但弗兰克却无意中发现了盖瑞就是当初下手杀死自己父亲的人，他暗中实施自己的复仇计划，并决定利用盖瑞的女友斯黛拉（配角）来达成计划。但已经在杀手行业浸润多年的盖瑞会让他得手吗？
1219	1058	4	亚当	2104	2	0	0	0	0	1904;1909;1910;1942;1935	1605;1601	盖瑞（主角）是一名顶尖杀手，他技术精湛，心态沉稳，在搭档科林（配角）的合作下一同完满执行了很多任务。但是某一天，盖瑞接到了杀掉科林的任务。在明白科林的死无法避免之后，他选择了亲自动手。科林的儿子弗兰克（主角）为了报仇恳请盖瑞训练自己。弗兰克技术日益精湛，他们联手复仇干掉了发命令杀掉科林的组织老大亚当（反派），但弗兰克却无意中发现了盖瑞就是当初下手杀死自己父亲的人，他暗中实施自己的复仇计划，并决定利用盖瑞的女友斯黛拉（配角）来达成计划。但已经在杀手行业浸润多年的盖瑞会让他得手吗？
